index ,restaurant_id ,list_position ,total_available_restaurants ,estimate_delivery_time ,menu_category   ,star_rating ,purchasers
14744,1275,16,74,15,italian         ,          5 ,30
8245,2578,29,44,35,indian          ,          4 ,42
25129,1539,1,20,20,american        ,          5 ,40
16238,2309,41,62,15,american        ,          5 ,49
6556,1282,22,26,10,american        ,            ,252
15374,30,24,25,35,indian          ,            ,36
12146,2891,37,38,35,mexican         ,            ,108
160,1521,12,28,15,japanese        ,          5 ,70
1590,312,16,17,30,italian         ,            ,72
28299,2485,3,4,20,indian          ,            ,80
24036,2779,2,14,10,turkish         ,          5 ,36
15370,2435,3,4,35,pizza           ,          2 ,80
27770,451,43,53,30,thai            ,            ,30
5566,1892,8,19,20,mexican         ,          4 ,48
23072,125,19,21,25,indian          ,            ,102
7191,1561,7,86,10,mexican         ,          4 ,45
24784,2295,28,29,40,indian          ,          3 ,49
10577,2583,76,77,35,indian          ,            ,30
15062,2711,26,31,20,turkish         ,          1 ,48
23865,1134,2,20,15,american        ,          4 ,48
13365,1710,1,9,10,american        ,          4 ,63
27478,1685,6,17,10,indian          ,          2 ,45
1557,470,18,24,15,american        ,            ,72
2829,2118,2,8,15,german          ,          4 ,48
437,2086,13,14,20,american        ,            ,48
22174,2788,7,52,20,mexican         ,          4 ,81
15593,2010,55,55,15,thai            ,            ,54
28038,1537,3,6,15,mexican         ,            ,48
17973,2880,5,28,15,japanese        ,          5 ,45
23783,2280,17,53,20,italian         ,          5 ,30
2781,2315,10,10,20,mexican         ,            ,180
3702,884,13,60,10,italian         ,          4 ,30
5687,1516,12,26,20,american        ,          5 ,63
20350,2559,14,20,20,american        ,            ,80
4728,2480,17,21,25,pizza           ,            ,64
17623,293,40,59,35,indian          ,            ,45
2952,173,6,7,25,italian         ,            ,40
24397,632,8,14,40,italian         ,          4 ,35
2556,486,2,14,20,italian         ,          1 ,48
10351,2870,1,15,15,italian         ,          5 ,35
24465,95,34,59,25,indian          ,          5 ,35
17882,2487,17,37,30,italian         ,          5 ,42
12738,1389,4,34,15,japanese        ,          5 ,36
6466,966,10,19,10,mexican         ,            ,35
7356,518,28,38,10,lebanese        ,            ,36
15718,774,34,45,20,thai            ,            ,45
7824,1302,12,29,15,indian          ,          3 ,42
23932,2138,18,21,20,italian         ,            ,133
24298,1711,2,25,15,american        ,          4 ,48
12450,2851,23,27,40,italian         ,            ,144
26422,1571,6,9,20,turkish         ,            ,40
15272,203,25,32,25,thai            ,            ,54
5186,1233,10,16,20,italian         ,            ,48
22032,1265,4,6,15,italian         ,          4 ,99
8550,449,22,23,25,indian          ,            ,63
5243,2721,25,27,15,indian          ,            ,45
18515,459,7,8,15,italian         ,          1 ,30
2093,155,38,40,30,mexican         ,            ,112
21794,2842,9,44,15,vietnamese      ,          5 ,30
10208,2384,14,14,30,american        ,            ,42
11949,503,7,8,20,italian         ,            ,30
188,88,27,55,45,italian         ,          4 ,45
24720,618,5,16,40,turkish         ,            ,40
24323,2317,19,22,20,american        ,            ,56
20040,1357,4,32,10,american        ,          5 ,40
19811,711,13,39,20,american        ,          4 ,45
25887,306,2,10,20,american        ,          4 ,30
1382,2848,11,13,25,indian          ,            ,35
25249,925,13,25,15,italian         ,          5 ,35
8606,608,18,44,15,american        ,            ,35
23812,2288,9,10,30,asian           ,          5 ,54
15744,1960,7,8,25,italian         ,            ,30
21422,2879,11,11,25,italian         ,            ,54
21282,1980,15,18,20,american        ,            ,42
11529,1106,6,22,20,italian         ,          5 ,54
19560,2574,35,38,30,indian          ,            ,45
15039,668,21,78,25,italian         ,          5 ,45
26346,2828,66,67,30,italian         ,            ,40
25527,2513,13,25,20,thai            ,          5 ,72
8449,2578,43,46,40,indian          ,          4 ,196
11391,1456,6,14,10,italian         ,          4 ,45
28383,1982,18,22,15,indian          ,          5 ,54
7296,2671,9,10,25,turkish         ,          4 ,35
18620,2817,2,14,10,indian          ,          5 ,42
8069,1792,5,11,10,italian         ,          5 ,36
12936,588,10,17,10,turkish         ,          4 ,30
9960,1292,25,39,30,indian          ,          4 ,36
20621,1915,18,27,15,italian         ,          5 ,30
24594,2490,47,47,25,american        ,            ,96
24993,472,37,56,20,italian         ,            ,63
9765,119,11,15,20,mexican         ,          4 ,63
25,748,6,67,20,japanese        ,          5 ,30
3364,1890,18,24,30,mexican         ,            ,42
1089,2819,10,14,25,italian         ,          1 ,105
12867,2042,2,46,10,american        ,          4 ,56
10887,1829,27,43,40,italian         ,          4 ,49
11591,2257,39,39,15,american        ,            ,60
27315,3040,4,15,25,greek           ,          5 ,42
19226,2896,6,7,30,american        ,            ,117
10504,329,61,66,15,italian         ,            ,54
23922,1301,6,9,30,lebanese        ,          4 ,66
12307,128,10,10,40,indian          ,            ,40
23855,852,26,32,20,italian         ,          4 ,36
27559,1134,1,9,10,american        ,          4 ,63
20537,729,6,46,10,thai            ,          5 ,35
17080,833,3,52,15,american        ,          4 ,84
15907,1912,12,40,20,italian         ,            ,42
27873,1668,8,8,15,thai            ,          5 ,45
11945,199,13,15,20,american        ,            ,40
6338,2803,10,12,20,italian         ,          3 ,42
17612,2490,46,46,35,american        ,            ,54
18384,1635,2,25,10,mexican         ,          5 ,63
277,107,22,40,30,japanese        ,          5 ,78
12414,2640,17,30,30,italian         ,          4 ,64
22314,1542,1,10,20,american        ,          5 ,45
19338,2200,26,26,20,italian         ,            ,198
20022,2042,3,41,20,american        ,          4 ,80
3907,985,11,15,20,indian          ,            ,48
21163,2916,18,18,20,american        ,            ,35
5846,513,1,23,10,american        ,          5 ,42
28096,1297,8,13,10,american        ,            ,56
20502,1171,4,11,10,thai            ,          5 ,35
1138,2323,11,26,20,italian         ,          5 ,45
19152,2392,17,29,20,italian         ,          5 ,45
18109,904,8,32,15,italian         ,          5 ,40
24046,1767,2,31,10,american        ,          4 ,70
13325,275,5,10,30,italian         ,          5 ,40
23365,1472,2,17,20,american        ,          4 ,45
2491,1739,4,7,15,italian         ,            ,40
21827,1357,5,39,20,american        ,          5 ,77
16166,769,5,38,10,mexican         ,          5 ,42
7743,2651,9,25,35,pizza           ,          4 ,54
14483,136,32,34,15,american        ,            ,49
13128,1888,1,12,20,american        ,          4 ,35
3936,2145,19,22,25,american        ,            ,30
15073,1031,4,40,15,japanese        ,          5 ,30
2385,2807,37,40,35,italian         ,            ,45
8017,2466,10,18,40,indian          ,            ,56
7085,1074,2,11,20,american        ,          4 ,42
16500,1717,10,15,20,mexican         ,            ,56
1864,1796,1,3,10,american        ,          4 ,36
15689,1007,2,14,15,american        ,          5 ,56
19504,492,16,20,45,mexican         ,            ,54
20643,2564,2,14,15,turkish         ,          5 ,63
365,711,7,24,20,american        ,          4 ,30
9095,1535,8,35,35,japanese        ,          4 ,48
19204,1087,8,40,15,american        ,          3 ,45
25974,534,2,15,10,mexican         ,          4 ,102
24747,2630,36,40,30,american        ,            ,36
18355,2170,4,22,15,italian         ,            ,48
21084,468,5,5,30,italian         ,            ,42
3803,711,8,34,20,american        ,          4 ,35
15310,237,18,45,15,american        ,          4 ,54
22453,2791,28,30,30,turkish         ,            ,80
3537,2286,27,27,20,indian          ,            ,64
3826,2645,23,28,30,italian         ,          4 ,42
6643,1491,27,34,15,indian          ,          5 ,36
26553,2435,3,4,40,pizza           ,          2 ,63
12992,327,16,18,25,american        ,            ,40
18331,1883,2,8,15,american        ,          4 ,42
20879,130,19,25,20,italian         ,            ,35
24962,1218,24,24,20,american        ,            ,30
13528,1606,8,22,20,italian         ,          4 ,35
7270,286,0,4,20,american        ,          3 ,42
25242,108,16,40,20,american        ,          4 ,42
7930,746,8,60,10,american        ,          5 ,60
12983,1397,2,26,15,american        ,          5 ,49
7167,540,42,48,25,turkish         ,            ,54
12870,2227,25,33,35,japanese        ,          5 ,35
23348,1074,3,32,15,american        ,          4 ,35
5868,2518,18,27,20,american        ,            ,63
4762,1247,5,10,20,thai            ,          4 ,40
883,2769,31,31,50,pizza           ,            ,54
13894,347,20,25,20,american        ,            ,72
26436,1151,6,9,15,italian         ,            ,35
558,694,26,50,15,indian          ,            ,30
1961,2958,67,68,35,indian          ,            ,45
13332,2738,4,6,30,lebanese        ,            ,30
1208,840,7,25,15,american        ,          4 ,49
7685,710,8,41,15,american        ,          4 ,72
16860,782,3,7,25,italian         ,          5 ,45
22923,2117,45,50,15,turkish         ,            ,48
12022,2808,6,16,35,pizza           ,          3 ,36
10486,1090,9,14,20,indian          ,            ,63
19596,2626,38,55,35,thai            ,            ,30
3631,1352,2,38,10,american        ,          4 ,42
1709,2270,14,14,30,turkish         ,            ,30
1141,747,34,56,20,indian          ,          5 ,40
19547,2987,32,39,30,italian         ,          4 ,42
6208,2803,22,30,20,italian         ,          3 ,63
26200,649,3,5,30,indian          ,            ,91
20115,829,6,26,15,japanese        ,          5 ,54
25113,1878,2,8,10,mexican         ,          5 ,64
2661,2935,10,20,35,american        ,          4 ,30
14853,2682,25,35,45,indian          ,          5 ,54
1308,1920,13,26,20,italian         ,          3 ,35
18952,2457,18,22,30,indian          ,            ,36
16213,2894,15,23,30,turkish         ,          3 ,64
12453,1118,29,32,15,italian         ,          5 ,90
19219,416,52,55,25,indian          ,            ,63
6906,539,0,2,15,pizza           ,            ,42
11928,2522,3,6,20,italian         ,          5 ,30
14073,2929,10,11,20,italian         ,            ,56
9430,852,16,19,25,italian         ,          4 ,36
2152,333,31,38,20,american        ,            ,40
24402,2569,24,33,35,italian         ,            ,40
20220,319,13,24,10,italian         ,          4 ,45
28092,2987,28,31,30,italian         ,          4 ,153
22801,2580,61,75,35,indian          ,            ,42
25888,1285,10,36,20,thai            ,          5 ,30
13284,103,42,62,30,american        ,          5 ,66
5005,1828,11,24,10,italian         ,            ,56
23011,2791,25,26,25,turkish         ,            ,40
15997,2891,22,24,25,mexican         ,            ,40
1628,2284,10,26,15,italian         ,          2 ,45
19841,717,28,39,20,italian         ,          5 ,63
9715,2862,2,17,10,american        ,          4 ,36
21316,1813,13,26,10,american        ,            ,56
359,1535,8,17,40,japanese        ,          4 ,45
139,1333,2,19,10,Healthy options ,          5 ,56
8492,665,19,38,30,italian         ,            ,36
16767,1077,13,17,15,lebanese        ,            ,45
11182,2448,3,8,15,indian          ,          5 ,36
341,1689,5,58,15,american        ,          4 ,30
4858,2470,41,48,20,indian          ,            ,45
27523,2440,5,11,10,american        ,          2 ,45
17824,2640,18,30,45,italian         ,          4 ,54
9570,2819,14,18,20,italian         ,          1 ,35
13866,1747,7,23,20,italian         ,          3 ,35
17331,390,37,49,20,italian         ,            ,42
10583,2057,61,62,20,american        ,            ,35
5499,925,22,37,15,italian         ,          5 ,49
21301,225,5,13,45,italian         ,            ,56
8557,2110,57,57,30,indian          ,            ,88
10914,1462,6,18,20,south indian    ,          4 ,36
1933,702,13,28,30,japanese        ,          5 ,48
2353,2426,21,21,25,indian          ,          4 ,80
15849,3001,17,22,10,korean          ,            ,30
3237,184,18,20,20,mexican         ,            ,48
12356,439,4,4,25,italian         ,            ,35
9494,1451,6,8,30,italian         ,          1 ,64
25975,2475,22,28,25,indian          ,            ,49
3808,1817,2,40,20,american        ,          4 ,40
1937,17,26,30,25,italian         ,          2 ,64
5620,2078,4,38,10,american        ,          5 ,54
14974,2779,4,21,20,turkish         ,          5 ,54
20539,2609,9,34,20,pizza           ,          4 ,78
18801,1365,10,20,20,indian          ,            ,45
24995,2818,5,6,20,italian         ,            ,54
6140,777,2,25,15,american        ,          5 ,42
786,1731,18,43,15,italian         ,          5 ,30
23174,2916,25,25,20,american        ,            ,30
8037,1512,15,25,15,indian          ,            ,90
8316,2846,9,13,25,indian          ,            ,60
28166,2484,21,25,25,pizza           ,            ,40
22053,858,4,20,20,japanese        ,          4 ,30
18557,3035,50,53,20,european        ,            ,30
2170,1689,2,38,10,american        ,          4 ,35
23013,2425,8,17,20,thai            ,            ,56
20394,1805,6,17,15,italian         ,          3 ,81
20725,2766,23,44,20,indian          ,          1 ,40
17295,1609,40,86,15,italian         ,            ,35
22653,1500,14,20,20,italian         ,            ,35
14139,822,11,33,15,american        ,          5 ,35
18694,673,17,38,25,indian          ,          3 ,35
11827,2527,22,24,35,italian         ,            ,112
16347,983,0,10,25,american        ,          4 ,40
6592,162,8,8,30,italian         ,            ,30
4459,2069,17,19,15,american        ,          4 ,45
14326,286,1,11,15,american        ,          3 ,56
7598,1481,5,6,20,turkish         ,          5 ,66
9371,982,2,10,10,american        ,          5 ,45
25051,2554,15,15,20,greek           ,            ,54
27580,894,19,20,15,italian         ,            ,54
4653,123,18,19,20,american        ,            ,45
22603,1722,6,16,15,italian         ,          5 ,30
443,926,12,49,15,italian         ,            ,40
19800,2376,0,26,30,american        ,          5 ,48
9592,1087,8,28,15,american        ,          3 ,45
26705,1203,19,33,10,indian          ,            ,48
25010,2746,11,14,10,pizza           ,            ,30
9650,1891,41,44,25,indian          ,          5 ,84
25298,2055,46,61,15,american        ,          5 ,42
5745,529,18,47,10,italian         ,          5 ,30
15748,125,53,63,25,indian          ,            ,48
17439,2652,14,16,45,pizza           ,            ,64
15846,491,24,27,20,american        ,            ,35
20084,1725,2,7,20,italian         ,          3 ,56
11952,541,17,19,30,italian         ,            ,30
930,881,26,35,10,italian         ,          4 ,42
27325,1119,4,5,10,italian         ,          5 ,48
22853,2200,47,47,25,italian         ,            ,56
8768,2889,23,32,50,asian           ,            ,56
18214,798,7,29,15,italian         ,            ,35
11121,1645,6,15,15,turkish         ,            ,81
14731,2249,6,63,10,italian         ,          5 ,45
11739,1619,16,31,15,american        ,          5 ,35
13791,742,18,52,20,italian         ,          5 ,81
27227,1214,34,75,10,american        ,          1 ,40
21931,1804,0,10,20,american        ,          4 ,48
25772,894,37,37,20,italian         ,            ,48
2012,2621,4,5,40,mexican         ,          4 ,96
17298,1382,1,8,20,japanese        ,          5 ,45
7612,2025,4,8,20,american        ,            ,45
19658,1246,8,11,20,italian         ,            ,54
16029,2160,2,15,15,asian           ,          4 ,72
25075,717,41,53,10,italian         ,          5 ,48
28221,2611,10,15,30,american        ,            ,30
18991,1613,12,26,15,indian          ,            ,36
21313,2252,7,11,20,american        ,            ,30
6565,1980,7,8,20,american        ,            ,72
25775,2316,11,19,15,american        ,            ,42
16391,429,15,22,25,italian         ,          4 ,30
11173,1106,2,10,20,italian         ,          5 ,45
7836,67,2,7,20,indian          ,          5 ,72
22968,1293,1,12,15,german          ,          5 ,40
3362,2558,31,34,40,american        ,            ,48
12967,2946,2,8,15,american        ,          4 ,40
10136,626,11,58,10,turkish         ,            ,42
27611,1530,6,22,30,american        ,          5 ,48
18020,2635,21,27,30,italian         ,            ,60
1142,2527,15,17,25,italian         ,            ,48
26498,2950,23,26,10,italian         ,            ,72
26676,407,45,58,30,italian         ,            ,45
15008,1334,8,11,20,japanese        ,            ,35
15435,2861,7,10,10,indian          ,          4 ,42
16744,2368,15,26,20,american        ,          4 ,64
18455,1935,16,22,15,indian          ,            ,54
3135,1082,0,4,10,american        ,          4 ,35
21545,1428,0,40,15,american        ,          4 ,49
6991,484,1,1,25,italian         ,            ,48
19628,718,0,7,10,japanese        ,          5 ,42
25970,1939,1,15,10,mexican         ,          4 ,36
18627,1656,20,42,15,lebanese        ,          4 ,54
17859,2640,20,32,30,italian         ,          4 ,56
1824,2446,4,6,15,american        ,          4 ,66
10082,2519,34,34,20,italian         ,            ,49
3260,2457,16,19,30,indian          ,            ,45
10214,2759,32,37,35,american        ,            ,35
4021,2496,0,9,30,pizza           ,          4 ,60
27052,1142,6,48,25,japanese        ,          4 ,45
3501,1619,10,18,10,american        ,          5 ,40
2659,2790,26,28,30,italian         ,            ,180
22948,1821,33,72,20,italian         ,            ,35
17515,392,24,27,30,lebanese        ,            ,49
13750,1297,3,7,15,american        ,            ,224
10517,2565,37,37,40,italian         ,            ,63
1820,2858,7,20,20,thai            ,            ,45
7462,1511,8,26,10,american        ,            ,35
5625,2455,11,14,25,indian          ,          5 ,81
17816,1219,10,38,20,american        ,          4 ,42
25810,2862,7,43,20,american        ,          4 ,54
7065,1352,3,68,10,american        ,          4 ,63
20703,304,10,20,20,american        ,          4 ,56
9343,2210,28,42,15,thai            ,          4 ,40
12337,1500,11,15,20,italian         ,            ,30
4670,473,14,17,45,american        ,          5 ,48
9429,841,5,14,15,italian         ,            ,42
5477,489,15,25,15,greek           ,            ,42
28293,1259,3,3,20,indian          ,            ,72
26748,477,64,64,25,american        ,            ,48
15671,2171,32,52,20,indian          ,          5 ,40
1857,2279,1,43,10,italian         ,          4 ,48
2283,1727,6,15,10,italian         ,          4 ,48
26633,70,15,20,20,american        ,            ,48
20393,724,1,4,10,lebanese        ,          4 ,45
13393,3048,11,11,30,turkish         ,          5 ,81
22786,1011,10,25,15,american        ,            ,66
6440,2384,26,26,30,american        ,            ,81
6032,1973,4,52,15,mexican         ,          4 ,45
387,2483,15,17,35,indian          ,          5 ,72
1629,578,11,11,20,italian         ,            ,35
11778,1,56,56,40,indian          ,            ,60
26460,2764,20,22,40,italian         ,            ,45
27565,1612,6,23,10,thai            ,          5 ,153
13852,1369,2,16,10,japanese        ,          5 ,49
7719,2143,37,49,20,italian         ,            ,45
7545,878,2,19,10,italian         ,          5 ,45
11382,907,13,18,20,italian         ,          1 ,40
4659,134,30,38,20,mexican         ,            ,104
12498,1541,1,28,15,american        ,          5 ,42
9102,1314,13,31,10,indian          ,          5 ,72
10059,1259,4,4,20,indian          ,            ,90
1843,2698,5,62,15,american        ,          4 ,40
18882,710,2,12,20,american        ,          4 ,56
16586,2119,25,26,25,indian          ,          4 ,45
25606,2598,61,67,35,italian         ,          5 ,70
3869,1949,1,15,15,american        ,          5 ,40
5055,692,9,17,30,indian          ,            ,112
5890,1318,2,37,15,american        ,          5 ,35
14377,2696,25,35,15,italian         ,            ,30
19087,3006,6,6,20,italian         ,            ,63
24307,760,57,59,30,italian         ,          3 ,36
27135,1164,26,38,15,turkish         ,          2 ,63
16716,2288,18,26,25,asian           ,          5 ,40
3809,2073,17,28,15,italian         ,            ,48
25801,249,3,14,25,american        ,          5 ,63
936,2441,4,4,30,american        ,            ,90
10652,1014,4,45,10,american        ,          4 ,30
1775,264,4,5,20,italian         ,            ,48
25360,1507,46,53,35,american        ,          2 ,54
3745,2590,8,32,30,mexican         ,          5 ,45
17374,2891,29,32,30,mexican         ,            ,96
5444,1014,4,40,10,american        ,          4 ,72
26067,911,4,30,20,italian         ,          5 ,63
13970,1705,19,28,15,japanese        ,          5 ,40
23378,1646,2,15,10,italian         ,          3 ,35
1876,340,6,12,20,american        ,          5 ,99
22191,2684,42,58,25,pizza           ,          3 ,49
3761,1949,3,15,15,american        ,          5 ,60
26641,2942,39,39,20,indian          ,            ,40
22959,2822,4,4,30,indian          ,            ,63
3053,2057,28,28,20,american        ,            ,48
20126,1217,4,14,15,american        ,          4 ,42
13655,298,5,5,25,pizza           ,            ,45
24750,1890,6,7,30,mexican         ,            ,135
13147,2395,7,15,10,italian         ,          4 ,40
26665,1889,14,22,15,turkish         ,          5 ,56
4616,390,36,43,20,italian         ,            ,42
15813,2434,30,31,20,pizza           ,            ,48
3322,477,18,18,20,american        ,            ,30
25894,279,32,35,25,american        ,          5 ,35
22631,2415,1,1,25,pizza           ,            ,40
22433,2985,1,17,10,american        ,          4 ,54
3312,652,13,23,35,indian          ,            ,48
25205,2642,3,3,30,italian         ,            ,56
25516,2503,6,62,15,asian           ,          5 ,49
26974,2815,12,17,20,indian          ,            ,35
27646,1035,11,68,20,thai            ,          5 ,40
12744,2253,60,71,15,american        ,            ,40
12872,513,2,26,20,american        ,          5 ,90
11596,838,10,28,10,italian         ,            ,45
8211,595,18,18,40,italian         ,            ,54
11432,2366,18,44,15,american        ,          5 ,36
20013,1658,7,9,30,italian         ,          5 ,30
20014,2548,11,18,25,indian          ,          4 ,30
17741,2903,9,10,45,indian          ,            ,36
21387,1100,6,13,10,american        ,          5 ,48
16019,2132,57,58,20,italian         ,            ,30
1518,2089,26,28,15,indian          ,            ,45
27127,1357,6,51,20,american        ,          5 ,35
22208,710,7,35,20,american        ,          4 ,56
4493,2609,1,7,25,pizza           ,          4 ,30
22055,1874,12,20,15,lebanese        ,          3 ,40
3113,1548,8,14,20,american        ,            ,98
16567,2561,7,20,15,japanese        ,          5 ,36
16295,717,18,26,20,italian         ,          5 ,35
11835,2527,6,8,35,italian         ,            ,77
2867,877,5,35,10,italian         ,          5 ,40
856,1220,13,26,15,american        ,          3 ,35
26217,2626,20,22,25,thai            ,            ,88
4913,1750,1,5,15,american        ,          4 ,45
13861,1631,24,24,25,american        ,            ,49
5464,798,4,18,15,italian         ,            ,102
18185,1202,5,10,20,italian         ,          5 ,48
22761,2641,8,15,20,pizza           ,          5 ,40
5483,1085,27,34,15,american        ,          3 ,42
12606,280,32,64,20,american        ,          4 ,40
26065,1581,8,11,20,indian          ,            ,48
18353,2710,24,25,35,pizza           ,          3 ,54
3829,2153,15,22,15,italian         ,            ,35
25784,1243,5,16,10,american        ,            ,40
4698,3021,42,46,20,indian          ,            ,132
15201,85,6,25,15,mexican         ,          5 ,35
4988,912,15,26,20,american        ,          5 ,56
4651,312,58,58,30,italian         ,            ,30
17544,541,68,73,35,italian         ,            ,54
25138,967,2,10,15,italian         ,          3 ,30
17710,131,16,17,35,indian          ,            ,48
10289,1911,6,18,15,italian         ,            ,30
21478,1271,8,28,20,italian         ,          5 ,40
21181,613,12,39,30,indian          ,            ,42
6797,974,17,18,25,american        ,          5 ,54
5809,936,2,11,20,italian         ,            ,40
28337,625,1,2,25,american        ,            ,54
17840,1131,0,34,15,american        ,          4 ,40
5411,1131,2,69,20,american        ,          4 ,60
8334,2987,20,22,30,italian         ,          4 ,248
2801,2530,16,21,40,thai            ,          5 ,42
9837,757,13,24,20,indian          ,          4 ,40
10333,30,26,27,45,indian          ,            ,171
12729,2436,12,27,25,american        ,          1 ,36
24001,1087,10,32,20,american        ,          3 ,30
27017,880,9,22,20,italian         ,          4 ,54
13779,2828,34,34,40,italian         ,            ,63
7816,1485,1,5,15,italian         ,            ,42
4379,2251,11,18,20,american        ,          5 ,45
8922,2184,9,29,10,italian         ,          5 ,48
21260,649,3,4,25,indian          ,            ,72
6717,2471,34,37,20,indian          ,            ,171
20121,460,11,17,20,american        ,          4 ,49
2262,633,3,6,30,italian         ,          5 ,60
7430,1714,24,30,20,american        ,          1 ,162
20390,1508,3,28,15,japanese        ,          5 ,54
9303,1109,4,13,10,italian         ,          4 ,56
27055,1734,2,24,10,american        ,          4 ,54
11191,3031,15,29,25,italian         ,          4 ,45
18779,3028,4,12,20,mexican         ,          5 ,35
17570,449,12,12,30,indian          ,            ,48
2008,2726,4,5,40,indian          ,          4 ,42
194,2974,6,34,20,american        ,          4 ,48
13804,1569,4,4,20,american        ,          5 ,45
26944,2009,15,77,20,italian         ,            ,30
8771,2675,4,4,25,indian          ,            ,30
16301,1066,20,46,15,american        ,          3 ,49
21910,2465,3,8,35,italian         ,          4 ,56
772,694,28,58,15,indian          ,            ,45
10588,2398,10,24,30,thai            ,          5 ,45
17863,1992,16,39,10,indian          ,          4 ,42
18231,2702,9,14,30,mexican         ,            ,72
12467,1065,4,40,10,american        ,          4 ,63
20125,1389,4,29,10,japanese        ,          5 ,72
28032,974,19,20,20,american        ,          5 ,42
24371,481,10,27,40,italian         ,          5 ,64
14869,2119,21,21,20,indian          ,          4 ,42
14568,2137,6,10,20,italian         ,          5 ,36
16790,2029,10,39,15,indian          ,          5 ,48
27870,1476,4,14,15,italian         ,          5 ,48
28112,2578,37,40,35,indian          ,          4 ,120
10089,1851,6,17,15,indian          ,          4 ,35
16911,2604,2,15,15,italian         ,          4 ,42
6318,579,35,40,20,italian         ,            ,35
11852,260,7,10,30,italian         ,          5 ,45
6582,2681,11,12,30,american        ,            ,246
1448,592,12,12,20,italian         ,            ,56
343,2216,1,18,10,american        ,          5 ,63
23853,1096,7,10,40,italian         ,            ,48
13320,2647,4,6,45,american        ,          5 ,96
11329,1302,8,16,10,indian          ,          3 ,88
17112,1290,24,46,30,japanese        ,          5 ,36
20962,2470,59,69,30,indian          ,            ,36
9169,2823,26,40,20,italian         ,          5 ,42
27141,1273,10,19,20,american        ,            ,54
19901,2216,1,29,15,american        ,          5 ,117
7369,2515,26,31,20,italian         ,            ,42
2045,186,4,9,15,italian         ,          4 ,30
7157,702,31,65,35,japanese        ,          5 ,35
16289,1669,5,44,10,american        ,          4 ,63
7852,2169,13,14,25,indian          ,            ,66
10179,2883,38,38,35,indian          ,            ,54
12133,2822,9,9,30,indian          ,            ,90
13616,225,20,48,45,italian         ,            ,40
17733,422,15,15,25,indian          ,            ,42
17045,2567,1,1,35,italian         ,            ,135
1493,2769,44,44,35,pizza           ,            ,40
779,249,7,33,25,american        ,          5 ,40
21539,3011,48,48,20,indian          ,            ,77
9886,1497,3,6,15,italian         ,            ,45
18864,2454,29,45,30,indian          ,            ,36
9278,2218,1,20,15,american        ,          5 ,56
2525,2227,15,31,20,japanese        ,          5 ,40
23568,1701,1,7,20,american        ,          5 ,45
21175,1282,5,6,15,american        ,            ,35
5375,523,10,13,20,american        ,          5 ,77
19583,974,24,26,30,american        ,          5 ,42
22102,694,20,39,10,indian          ,            ,56
27668,1969,1,24,15,american        ,          5 ,54
27375,1506,4,14,10,italian         ,          5 ,36
16233,1049,1,28,15,american        ,          5 ,35
14850,1993,7,8,35,indian          ,            ,45
17372,2389,25,26,15,pizza           ,            ,40
8260,759,12,70,15,italian         ,          4 ,48
25617,1010,4,12,20,italian         ,            ,49
41,756,19,19,25,american        ,          5 ,35
11241,219,2,3,30,turkish         ,          5 ,117
18147,1200,0,5,10,american        ,          4 ,35
26074,2567,18,22,40,italian         ,            ,108
14425,2041,10,22,15,indian          ,          4 ,36
11640,1738,5,7,15,thai            ,          3 ,81
6817,2988,44,50,25,pizza           ,            ,40
25046,2749,2,5,10,mexican         ,            ,49
25803,2742,6,64,15,italian         ,          4 ,48
10705,2348,1,44,15,american        ,          5 ,54
19108,1977,16,16,20,italian         ,            ,56
14141,1131,1,69,15,american        ,          4 ,36
1461,385,11,14,10,italian         ,            ,63
26441,1705,34,50,15,japanese        ,          5 ,40
4494,2782,4,15,30,indian          ,          4 ,63
23540,529,17,35,10,italian         ,          5 ,40
25039,2070,0,18,20,japanese        ,          5 ,48
13075,322,20,29,20,thai            ,            ,35
17916,2640,8,11,35,italian         ,          4 ,35
13687,2449,50,59,30,pizza           ,            ,40
13948,2892,23,24,15,indian          ,            ,99
11003,2702,5,8,40,mexican         ,            ,49
15433,601,2,18,10,japanese        ,          3 ,40
7231,2277,3,11,15,indian          ,          5 ,49
15687,2108,61,63,15,italian         ,            ,42
10413,472,48,75,20,italian         ,            ,45
5076,974,35,35,30,american        ,          5 ,77
24265,1301,9,30,20,lebanese        ,          4 ,54
21779,1076,2,6,15,thai            ,            ,56
9642,1846,8,14,15,italian         ,            ,81
26407,422,23,23,25,indian          ,            ,35
26248,2681,4,4,35,american        ,            ,56
24174,2364,4,26,20,american        ,          4 ,42
27590,2426,15,15,20,indian          ,          4 ,54
4089,2016,3,23,15,thai            ,          5 ,36
18352,1417,11,18,25,italian         ,            ,54
21142,475,85,87,20,indian          ,            ,45
26798,1976,0,28,20,american        ,          4 ,64
14950,2461,19,38,20,italian         ,          4 ,63
4250,2151,0,36,15,turkish         ,          5 ,36
23384,2054,12,13,25,lebanese        ,            ,45
16808,1767,1,15,20,american        ,          4 ,48
27487,2168,5,13,35,japanese        ,          5 ,88
10097,2738,10,12,40,lebanese        ,            ,42
27820,2114,1,2,10,thai            ,          4 ,35
22011,1043,13,56,15,thai            ,          4 ,30
12110,517,19,20,35,indian          ,            ,49
6143,486,7,24,15,italian         ,          1 ,120
5662,1756,11,27,15,indian          ,          4 ,40
13971,2424,25,35,15,american        ,          5 ,36
